"Mouse Symbol","Mouse ID","Mouse Chr","Homologene ID","Human Symbol","Human ID","Rat Symbol","Rat ID","Drosophila Symbol","Drosophila ID","Zebrafish Symbol","Zebrafish ID","Yeast Symbol","Yeast ID",COSMIC,CGC,Study,"PubMed ID","Predicted Effect","CIS Address","Relative Rank","Cancer Type",Studies
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Mann 2012-01",22421440,Loss,16:4131577-4131577,D,"Pancreatic Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"March 2011-01",22057237,"Not Determined",16:4120210-4201562,C,"Colorectal Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Morris 2016-01",27790711,"Not Determined",16:4141600-4210600,D,"Colorectal Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Perez Mancera 2012-01",22699621,"Not Determined",16:4169226-4169226,B,"Pancreatic Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Perez Mancera 2012-02",22699621,"Not Determined",16:4170344-4170344,B,"Pancreatic Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Quintana 2012-01",22832494,"Not Determined",16:4084048-4213404,D,"Skin Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Rahrmann 2013-01",23685747,"Not Determined",16:4084048-4213404,B,"Nervous System Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Rahrmann 2013-02",23685747,"Not Determined",16:4084048-4213404,A,"Nervous System Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Rahrmann 2013-03",23685747,Loss,16:4084048-4213404,B,"Nervous System Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Rahrmann 2013-04",23685747,Loss,16:4084048-4213404,A,"Nervous System Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Takeda 2015-01",25559195,"Not Determined",16:4193259-4204869,D,"Colorectal Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Takeda 2015-02",25559195,"Not Determined",16:4129767-4193633,C,"Colorectal Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Takeda 2015-03",25559195,"Not Determined",16:4173289-4205225,C,"Colorectal Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Takeda 2016-01",27006499,Loss,16:4151748-4189260,C,"Gastric Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Tang 2013-02",23533276,"Not Determined",16:4084048-4213404,B,"Blood Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Van der Weyden 2013-02",22370638,"Not Determined",16:4134687-4160691,D,"Blood Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Vyazunova 2014-01",25423036,"Not Determined",16:4193545-4205095,C,"Nervous System Cancer",30
Crebbp,12914,16,68393,CREBBP,1387,Crebbp,54244,,,"LOC101884291 crebbpb crebbpa","101884291 567111 566841",,,Yes,Yes,"Wong 2014-01",24316979,"Not Determined",16:4117278-4117278,A,"Blood Cancer",30
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",16:38089000-38246079,A,"Liver Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Dorr 2015-01",25995385,Loss,16:38197414-38219414,B,"Lung Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Guo 2016-01",26676752,"Not Determined",16:38089001-38246084,A,"Blood Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Keng 2013-01",22899566,"Not Determined",16:38063914-38182914,C,"Liver Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Kodama 2016-01",27178121,"Not Determined",16:38089001-38246084,A,"Liver Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Kodama 2016-02",27247392,"Not Determined",16:38089001-38246084,C,"Liver Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Koso 2012-01",23045694,"Not Determined",16:38089001-38246084,D,"Nervous System Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Mann 2012-01",22421440,Loss,16:38174271-38174271,B,"Pancreatic Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"March 2011-01",22057237,"Not Determined",16:38064308-38305459,A,"Colorectal Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Moriarity 2015-02",25961939,Loss,16:38089001-38246084,B,Sarcoma,26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Moriarity 2015-03",25961939,Loss,16:38089001-38246084,B,Sarcoma,26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Morris 2016-01",27790711,"Not Determined",16:38211314-38242314,B,"Colorectal Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Perez Mancera 2012-01",22699621,"Not Determined",16:38106886-38227002,A,"Pancreatic Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Perez Mancera 2012-02",22699621,"Not Determined",16:38152593-38152593,A,"Pancreatic Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Quintana 2012-01",22832494,"Not Determined",16:38089001-38246084,D,"Skin Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Rahrmann 2013-01",23685747,"Not Determined",16:38089001-38246084,B,"Nervous System Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Rahrmann 2013-02",23685747,"Not Determined",16:38089001-38246084,B,"Nervous System Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Rahrmann 2013-03",23685747,Loss,16:38089001-38246084,D,"Nervous System Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Rangel 2016-01",27849608,"Not Determined",16:38060555-38297796,A,"Breast Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Starr 2009-01",19251594,Loss,16:38138809-38231537,B,"Colorectal Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Takeda 2015-01",25559195,"Not Determined",16:38119584-38197157,C,"Colorectal Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Takeda 2015-02",25559195,"Not Determined",16:38182137-38245942,B,"Colorectal Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Takeda 2015-03",25559195,"Not Determined",16:38112417-38221289,A,"Colorectal Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Takeda 2016-01",27006499,Loss,16:38168157-38198455,B,"Gastric Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Wu 2012-01",22343890,"Not Determined",16:38089001-38246084,"Not Ranked","Nervous System Cancer",26
Gsk3b,56637,16,55629,GSK3B,2932,Gsk3b,84027,,,gsk3ba,30654,,,No,No,"Wu 2016-01",26904939,Loss,16:38089001-38246084,A,"Nervous System Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Bard-Chapeau 2014-01",24316982,"Not Determined",X:18162666-18279358,B,"Liver Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Been 2014-01",24827933,Loss,X:18208700-18258700,C,"Blood Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Genovesi 2013-01",24167280,"Not Determined",X:18162666-18279358,D,"Nervous System Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Guo 2016-01",26676752,"Not Determined",X:18162575-18279936,D,"Blood Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Kodama 2016-01",27178121,"Not Determined",X:18162575-18279936,C,"Liver Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Kodama 2016-02",27247392,"Not Determined",X:18162575-18279936,A,"Liver Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Koudijis 2011-01",21852388,"Not Determined",X:18215875-18284875,C,"Blood Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Mann 2012-01",22421440,Loss,X:18206665-18206665,A,"Pancreatic Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"March 2011-01",22057237,"Not Determined",X:18166269-18274449,C,"Colorectal Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Moriarity 2015-02",25961939,Loss,X:18162575-18279936,B,Sarcoma,26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Moriarity 2015-03",25961939,Loss,X:18162575-18279936,A,Sarcoma,26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Morris 2016-01",27790711,"Not Determined",X:18175574-18284574,C,"Colorectal Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Perez Mancera 2012-01",22699621,"Not Determined",X:18179400-18248579,C,"Pancreatic Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Perez Mancera 2012-02",22699621,"Not Determined",X:18241945-18241945,B,"Pancreatic Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Quintana 2012-01",22832494,"Not Determined",X:18162575-18279936,D,"Skin Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Rahrmann 2013-01",23685747,"Not Determined",X:18162575-18279936,B,"Nervous System Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Rahrmann 2013-02",23685747,"Not Determined",X:18162575-18279936,B,"Nervous System Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Rahrmann 2013-04",23685747,Loss,X:18162575-18279936,B,"Nervous System Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Rangel 2016-01",27849608,"Not Determined",X:18162575-18279936,B,"Breast Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Takeda 2015-02",25559195,"Not Determined",X:18232447-18267518,D,"Colorectal Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Takeda 2015-03",25559195,"Not Determined",X:18161262-18247937,A,"Colorectal Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Takeda 2016-01",27006499,Loss,X:18155452-18287374,A,"Gastric Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Van der Weyden 2012-01",22553910,"Not Determined",X:18162575-18279936,"Not Ranked","Blood Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Van der Weyden 2012-02",22553910,"Not Determined",X:18162575-18279936,"Not Ranked","Blood Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Van der Weyden 2013-02",22370638,"Not Determined",X:18228205-18287585,B,"Blood Cancer",26
Kdm6a,22289,X,7586,KDM6A,7403,Uty,100310845,Utx,34377,kdm6a,569277,,,Yes,Yes,"Wong 2014-01",24316979,"Not Determined",X:18235723-18235723,B,"Blood Cancer",26
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",16:94570205-94695519,C,"Liver Cancer",25
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Berquam Vrieze 2011-02",21828136,"Not Determined",16:94572541-94643651,D,"Blood Cancer",25
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Genovesi 2013-01",24167280,"Not Determined",16:94570205-94695519,C,"Nervous System Cancer",25
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Guo 2016-01",26676752,"Not Determined",16:94570010-94695067,B,"Blood Cancer",25
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Kodama 2016-01",27178121,"Not Determined",16:94570010-94695067,C,"Liver Cancer",25
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Kodama 2016-02",27247392,"Not Determined",16:94570010-94695067,D,"Liver Cancer",25
Dyrk1a,13548,16,55576,DYRK1A,1859,Dyrk1a,25255,,,dyrk1aa,100005019,,,Yes,No,"Koudijis 2011-01",21852388,"Not Determined",16:94560394-94647394,C,"Blood Cancer",25
